,Seller Name,Seller type,BHK,Location,City,Total Price,price per sqft,Area_sqft,Construction status
1189,Propbuynsell,AGENT,3 BHK Apartment,Pocharam,Hyderabad, 87.23 L,"4,700 ",1856 ,Under Construction
1190,Propbuynsell,AGENT,3 BHK Apartment,Pocharam,Hyderabad, 87.23 L,"4,700 ",1856 ,Under Construction
1191,Propbuynsell,AGENT,3 BHK Apartment,Pocharam,Hyderabad, 76.28 L,"4,700 ",1623 ,Under Construction
1192,Propbuynsell,AGENT,3 BHK Apartment,Pocharam,Hyderabad, 76.28 L,"4,700 ",1623 ,Under Construction
1193,Propbuynsell,AGENT,2 BHK Apartment,Pocharam,Hyderabad, 64.1 L,"4,700 ",1364 ,Under Construction
1194,Propbuynsell,AGENT,2 BHK Apartment,Pocharam,Hyderabad, 64.1 L,"4,700 ",1364 ,Under Construction
1195,Bharath,AGENT,3 BHK Apartment,Serilingampally,Hyderabad, 1.67 Cr,"7,299 ",2300 ,Under Construction
1196,Bharath,AGENT,2 BHK Apartment,Serilingampally,Hyderabad, 1.1 Cr,"7,299 ",1515 ,Under Construction
1197,Ashish Mishra,AGENT,4 BHK Villa,Mokila,Hyderabad, 3.04 Cr,"8,000 ",3800 ,Ready to move
1198,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 1.35 Cr,"6,000 ",2260 ,Under Construction
1199,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 1.35 Cr,"6,000 ",2260 ,Under Construction
1200,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 90.4 L,"6,002 ",1507 ,Under Construction
1201,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 90.4 L,"6,002 ",1507 ,Under Construction
1202,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 1.35 Cr,"6,000 ",2260 ,Under Construction
1203,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 1.35 Cr,"6,000 ",2260 ,Under Construction
1204,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 90.4 L,"6,002 ",1507 ,Under Construction
1205,Ashish Mishra,AGENT,3 BHK Apartment,Balanagar,Hyderabad, 90.4 L,"6,002 ",1507 ,Under Construction
1206,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.26 Cr,"8,500 ",1492 ,Ready to move
1207,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.26 Cr,"8,500 ",1492 ,Ready to move
1208,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.09 Cr,"8,500 ",1283 ,Ready to move
1209,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.09 Cr,"8,500 ",1283 ,Ready to move
1210,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.26 Cr,"8,500 ",1492 ,Ready to move
1211,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.26 Cr,"8,500 ",1492 ,Ready to move
1212,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.09 Cr,"8,500 ",1283 ,Ready to move
1213,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.09 Cr,"8,500 ",1283 ,Ready to move
1214,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 2.3 Cr,"8,500 ",2708 ,Ready to move
1215,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 2.3 Cr,"8,500 ",2708 ,Ready to move
1216,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.19 Cr,"8,500 ",1410 ,Ready to move
1217,Ashish Mishra,AGENT,2 BHK Apartment,Gachibowli,Hyderabad, 1.19 Cr,"8,500 ",1410 ,Ready to move
1218,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 4.34 Cr,"13,051 ",3333 ,Under Construction
1219,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 4.34 Cr,"13,051 ",3333 ,Under Construction
1220,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 2.49 Cr,"9,796 ",2552 ,Under Construction
1221,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 2.49 Cr,"9,796 ",2552 ,Under Construction
1222,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 4.34 Cr,"13,051 ",3333 ,Under Construction
1223,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 4.34 Cr,"13,051 ",3333 ,Under Construction
1224,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 2.49 Cr,"9,796 ",2552 ,Under Construction
1225,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 2.49 Cr,"9,796 ",2552 ,Under Construction
1226,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 3.49 Cr,"11,551 ",3030 ,Under Construction
1227,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 3.49 Cr,"11,551 ",3030 ,Under Construction
1228,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 4.8 Cr,"12,186 ",3939 ,Under Construction
1229,Ashish Mishra,AGENT,4 BHK Apartment,Kokapet,Hyderabad, 4.8 Cr,"12,186 ",3939 ,Under Construction
1230,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.4 Cr,"7,399 ",1905 ,Under Construction
1231,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.4 Cr,"7,399 ",1905 ,Under Construction
1232,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.56 Cr,"7,399 ",2120 ,Under Construction
1233,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.4 Cr,"7,399 ",1905 ,Under Construction
1234,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.4 Cr,"7,399 ",1905 ,Under Construction
1235,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.56 Cr,"7,399 ",2120 ,Under Construction
1236,Ashish Mishra,AGENT,3 BHK Apartment,Kokapet,Hyderabad, 1.56 Cr,"7,399 ",2120 ,Under Construction
1237,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.09 Cr,"8,990 ",6781 ,Ready to move
1238,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.09 Cr,"8,990 ",6781 ,Ready to move
1239,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.73 Cr,"8,990 ",4157 ,Ready to move
1240,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.73 Cr,"8,990 ",4157 ,Ready to move
1241,Ashish Mishra,AGENT,3 BHK Apartment,Hitech City,Hyderabad, 1.84 Cr,"8,299 ",2220 ,Ready to move
1242,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.09 Cr,"8,990 ",6781 ,Ready to move
1243,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.09 Cr,"8,990 ",6781 ,Ready to move
1244,Ashish Mishra,AGENT,3 BHK Apartment,Hitech City,Hyderabad, 1.84 Cr,"8,299 ",2220 ,Ready to move
1245,Ashish Mishra,AGENT,2 BHK Apartment,Hitech City,Hyderabad, 1.2 Cr,"8,299 ",1450 ,Ready to move
1246,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.73 Cr,"8,990 ",4157 ,Ready to move
1247,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.73 Cr,"8,990 ",4157 ,Ready to move
1248,Ashish Mishra,AGENT,3 BHK Apartment,Hitech City,Hyderabad, 1.84 Cr,"8,299 ",2220 ,Ready to move
1249,Ashish Mishra,AGENT,3 BHK Apartment,Gachibowli,Hyderabad, 2.61 Cr,"8,990 ",2910 ,Ready to move
1250,Ashish Mishra,AGENT,2 BHK Apartment,Hitech City,Hyderabad, 1.2 Cr,"8,299 ",1450 ,Ready to move
1251,Ashish Mishra,AGENT,3 BHK Apartment,Gachibowli,Hyderabad, 2.61 Cr,"8,990 ",2910 ,Ready to move
1252,Ashish Mishra,AGENT,2 BHK Apartment,Hitech City,Hyderabad, 1.2 Cr,"8,299 ",1450 ,Ready to move
1253,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.71 Cr,"8,990 ",4132 ,Ready to move
1254,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.71 Cr,"8,990 ",4132 ,Ready to move
1255,Ashish Mishra,AGENT,3 BHK Apartment,Hitech City,Hyderabad, 1.28 Cr,"8,299 ",1550 ,Ready to move
1256,Ashish Mishra,AGENT,3 BHK Apartment,Hitech City,Hyderabad, 1.28 Cr,"8,299 ",1550 ,Ready to move
1257,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 7.72 Cr,"8,990 ",8596 ,Ready to move
1258,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 7.72 Cr,"8,990 ",8596 ,Ready to move
1259,Ashish Mishra,AGENT,2 BHK Apartment,Hitech City,Hyderabad, 96.26 L,"8,299 ",1160 ,Ready to move
1260,Ashish Mishra,AGENT,2 BHK Apartment,Hitech City,Hyderabad, 96.26 L,"8,299 ",1160 ,Ready to move
1261,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.22 Cr,"8,990 ",4701 ,Ready to move
1262,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.22 Cr,"8,990 ",4701 ,Ready to move
1263,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.62 Cr,"8,990 ",4027 ,Ready to move
1264,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.62 Cr,"8,990 ",4027 ,Ready to move
1265,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.41 Cr,"8,990 ",7141 ,Ready to move
1266,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.41 Cr,"8,990 ",7141 ,Ready to move
1267,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 7.4 Cr,"8,990 ",8234 ,Ready to move
1268,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 7.4 Cr,"8,990 ",8234 ,Ready to move
1269,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.04 Cr,"8,990 ",4496 ,Ready to move
1270,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.04 Cr,"8,990 ",4496 ,Ready to move
1271,Ashish Mishra,AGENT,3 BHK Apartment,Gachibowli,Hyderabad, 2.81 Cr,"8,990 ",3130 ,Ready to move
1272,Ashish Mishra,AGENT,3 BHK Apartment,Gachibowli,Hyderabad, 2.81 Cr,"8,990 ",3130 ,Ready to move
1273,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.15 Cr,"8,990 ",4618 ,Ready to move
1274,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.15 Cr,"8,990 ",4618 ,Ready to move
1275,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.1 Cr,"8,990 ",4568 ,Ready to move
1276,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 4.1 Cr,"8,990 ",4568 ,Ready to move
1277,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.43 Cr,"8,990 ",7161 ,Ready to move
1278,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.43 Cr,"8,990 ",7161 ,Ready to move
1279,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.48 Cr,"8,990 ",7218 ,Ready to move
1280,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.48 Cr,"8,990 ",7218 ,Ready to move
1281,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.01 Cr,"8,990 ",6686 ,Ready to move
1282,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.01 Cr,"8,990 ",6686 ,Ready to move
1283,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.8 Cr,"8,990 ",7574 ,Ready to move
1284,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.8 Cr,"8,990 ",7574 ,Ready to move
1285,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.79 Cr,"8,990 ",7561 ,Ready to move
1286,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 6.79 Cr,"8,990 ",7561 ,Ready to move
1287,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.96 Cr,"8,990 ",4408 ,Ready to move
1288,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.96 Cr,"8,990 ",4408 ,Ready to move
1289,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.58 Cr,"8,990 ",3986 ,Ready to move
1290,Ashish Mishra,AGENT,4 BHK Apartment,Gachibowli,Hyderabad, 3.58 Cr,"8,990 ",3986 ,Ready to move
1291,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 7.24 Cr,"8,990 ",8059 ,Ready to move
1292,Ashish Mishra,AGENT,5 BHK Apartment,Gachibowli,Hyderabad, 7.24 Cr,"8,990 ",8059 ,Ready to move
